Title	channel_title	published_at	category_id	view_count	like_count	comment_count	favorite_count	duration	definition	caption	engagement_rate	likes_to_views_ratio	comments_to_views_ratio	duration_seconds	video_age_days
LA PERVERSA X LA INSUPERABLE X ALOFOKE MUSIC X SHADOW BLOW - BANDIDA	AlofokeMusicSounds	2025-11-16 15:34:55+00:00	10	1405647	140463	9063	0	PT1M51S	hd	FALSE	0.106375138	0.099927578	0.00644756	111	1
Moana | Official Teaser	Disney	2025-11-17 17:00:47+00:00	24	2776847	26801	6684	0	PT1M	hd	TRUE	0.012058636	0.009651591	0.002407046	60	0
$0 - $1 Trillion Only FISHING in Steal a Brainrot..	CaylusBlox	2025-11-17 22:57:14+00:00	20	1189857	16174	1827	0	PT18M2S	hd	FALSE	0.015128696	0.013593219	0.001535477	1082	0
ALLDAY PROJECT - â€˜ONE MORE TIMEâ€™ M/V	THEBLACKLABEL	2025-11-17 09:00:07+00:00	10	5319161	0	12869	0	PT3M23S	hd	TRUE	0.002419366	0	0.002419366	203	1
La Lupa | Vendetta Hero Trailer | Overwatch 2	PlayOverwatch	2025-11-17 17:00:06+00:00	20	597542	41742	4728	0	PT3M35S	hd	TRUE	0.077768462	0.069856061	0.007912401	215	0
I Shouldnâ€™t Have Went Christmas Shoppingâ€¦	CaseOh	2025-11-17 23:01:11+00:00	20	296652	10565	676	0	PT1H13M51S	hd	FALSE	0.037892757	0.035614	0.002278757	4431	0
Charli xcx - Chains of Love (Official Video)	Charli xcx	2025-11-17 17:00:56+00:00	10	333414	33124	1778	0	PT3M13S	hd	FALSE	0.104680353	0.09934766	0.005332693	193	0
Wake Up Dead Man: A Knives Out Mystery | Official Trailer | Netflix	Netflix	2025-11-17 14:00:00+00:00	24	1925626	34578	1248	0	PT2M3S	hd	TRUE	0.018604849	0.017956749	0.000648101	123	0
It's all crashing down..	Asmongold TV	2025-11-18 02:00:35+00:00	20	755718	26231	5285	0	PT17M13S	hd	FALSE	0.041703332	0.034709991	0.00699334	1033	0
DeeBaby  - Pain Gon Come (  Official Music Video )	Official DeeBabyTV	2025-11-17 19:00:57+00:00	10	92297	4674	306	0	PT2M56S	hd	FALSE	0.053955665	0.050640317	0.003315348	176	0
Five Nights at Freddy's 2 | Rage	Universal Pictures	2025-11-17 17:01:35+00:00	24	356239	22033	1270	0	PT33S	hd	FALSE	0.065413766	0.061848754	0.003565012	33	0
Steal A Brainrot, But Everything I Touch Turns OWNER..	KAYE	2025-11-17 22:00:51+00:00	20	306602	5306	2056	0	PT17M26S	hd	FALSE	0.024011507	0.017305767	0.00670574	1046	0
Fine Chiki	JNR VIGI - Topic	2025-11-07 06:58:26+00:00	10	79628	2581	76	0	PT3M42S	hd	FALSE	0.033367241	0.032412814	0.000954426	222	11
IT: Welcome to Derry | Midseason Trailer | HBO Max	HBO Max	2025-11-17 03:00:38+00:00	24	599589	24027	1424	0	PT1M34S	hd	TRUE	0.042447339	0.040072383	0.002374956	94	1
Friday Night Funkin: The Lost Episode	CoryxKenshin	2025-11-16 20:05:03+00:00	20	2137798	233435	22070	0	PT35M55S	hd	FALSE	0.119517784	0.109194082	0.010323702	2155	1
KAROL G - PROVENZA (Letra/Lyrics)	FirePlay	2025-11-16 14:48:58+00:00	10	234277	406	4	0	PT3M27S	hd	TRUE	0.001750058	0.001732984	1.71E-05	207	1
Avatar: Fire and Ash | In Theatres December 19	Avatar	2025-11-18 02:56:47+00:00	24	126113	8433	574	0	PT1M	hd	TRUE	0.071419509	0.066868072	0.004551438	60	0
THE GAME AWARDS 2025 Nominees Revealed!	thegameawards	2025-11-17 17:14:13+00:00	20	781412	43744	6522	0	PT10M12S	hd	FALSE	0.064327059	0.05598064	0.008346419	612	0
God, Save Me From Myself (Ashes of Eden)	WizFlow Tunes - Topic	2025-11-14 11:15:54+00:00	10	150998	6224	65	0	PT2M55S	hd	FALSE	0.041649282	0.041218816	0.000430466	175	3
The Legend of Zelda - First Trailer (2027) Nintendo | Sony Pictures	Teaser Universe	2025-11-17 15:50:06+00:00	1	62431	712	168	0	PT1M10S	hd	FALSE	0.014095336	0.011404408	0.002690928	70	0
They Made A Fun Slot Even More Fun	Vegas Matt	2025-11-17 16:45:00+00:00	24	274341	11594	1934	0	PT1H4M32S	hd	FALSE	0.049310714	0.042261119	0.007049595	3872	0
When You're Gone	Sean Rii - Topic	2025-11-06 10:00:03+00:00	10	141507	4357	268	0	PT3M28S	hd	FALSE	0.032683665	0.030789779	0.001893886	208	12
BFDIA 23 TRAILER â€” TICKETS NOW AVAILABLE!	jacknjellify	2025-11-16 18:00:24+00:00	1	454534	28397	7830	0	PT38S	hd	FALSE	0.079701233	0.062474837	0.017226396	38	1
ðŸ”´ LIVE! - WINNING in SOLO FORTNITE SIMPSONS!	Typical Gamer	2025-11-18 08:20:26+00:00	20	152530	1300	8	0	PT4H32M19S	hd	FALSE	0.008575306	0.008522858	5.24E-05	16339	0
Romeo Santos, Drake - Odio (Letra)	SabroSÃ³n	2025-11-10 23:00:21+00:00	10	142572	252	0	0	PT3M46S	hd	FALSE	0.001767516	0.001767516	0	226	7
YEEPS PLUSH PETS REVEALED | Official Launch Trailer	Yeeps Official	2025-11-17 18:00:06+00:00	20	31815	1326	492	0	PT1M5S	hd	FALSE	0.057141061	0.041677144	0.015463918	65	0
I Ranked Every Viral Roblox Game	Ludwin	2025-11-17 20:00:43+00:00	20	259679	9856	716	0	PT48M6S	hd	FALSE	0.040711645	0.037954405	0.00275724	2886	0
NCT DREAM ì—”ì‹œí‹° ë“œë¦¼ 'Beat It Up' MV	SMTOWN	2025-11-17 09:00:34+00:00	10	2942637	172216	11650	0	PT3M29S	hd	TRUE	0.062483391	0.058524358	0.003959033	209	1
Chibi Reacts to The Super Mario Galaxy movie Trailer!	chibidoki	2025-11-17 19:01:04+00:00	24	98459	7025	418	0	PT6M55S	hd	FALSE	0.07559415	0.071348771	0.004245379	415	0
BUILDING a ZOO in Roblox	SSundee	2025-11-17 22:00:46+00:00	20	258944	10459	591	0	PT19M37S	hd	FALSE	0.042673155	0.040390817	0.002282338	1177	0
Kronos_StyleKumul - Daddy Raus (Official Music Video)	KronosStyleKumuVEVO	2025-11-10 14:47:48+00:00	10	27907	681	36	0	PT4M17S	hd	FALSE	0.025691558	0.024401605	0.001289953	257	7
IT Welcome To Derry Episode 5 Trailer | Mid-Season Teaser Breakdown, Hidden Details & Easter Eggs	Heavy Spoilers	2025-11-17 12:00:55+00:00	24	76944	2938	350	0	PT14M38S	hd	FALSE	0.042731821	0.038183118	0.004548704	878	0
World at War	World at War	2025-11-03 04:49:10+00:00	24	0	0	0	0	P0D	sd	FALSE	0	0	0	0	15
RocÃ­o DÃºrcal - Hoy Lo Vi Pasar (Letra)	Latin Love	2025-11-11 17:45:06+00:00	10	451946	2230	40	0	PT3M23S	hd	FALSE	0.005022713	0.004934207	8.85E-05	203	6
IT Welcome To Derry Episode 5 Trailer: Heâ€™s Back!	Emergency Awesome	2025-11-17 21:10:21+00:00	24	39549	1586	237	0	PT13M5S	hd	TRUE	0.046093552	0.040101138	0.005992415	785	0
Beating Clubstep in 1 day	Jynxzi	2025-11-18 01:33:46+00:00	24	287960	5385	200	0	PT2H46M17S	hd	FALSE	0.019394988	0.018700449	0.000694538	9977	0
I'll Burn This Bitch Down	Unbound Music - Topic	2025-11-14 05:17:15+00:00	10	100109	6440	0	0	PT4M	hd	FALSE	0.064329238	0.064329238	0	240	4
Night Patrol | Official Trailer | Shudder	Shudder	2025-11-17 16:28:22+00:00	24	89385	3057	288	0	PT2M25S	hd	FALSE	0.037421968	0.034199987	0.003221981	145	0
Everything I Say COMES TO LIFE in Steal a Brainrot!	CashBlox	2025-11-17 15:00:02+00:00	24	493990	7389	4660	0	PT14M56S	hd	FALSE	0.024391133	0.014957762	0.00943337	896	0
Money	Cardi B - Topic	2025-11-13 01:58:33+00:00	10	130717	1870	15	0	PT3M4S	hd	FALSE	0.014420355	0.014305604	0.000114751	184	5
Dhurandhar Official Trailer | Ranveer Singh | Aditya Dhar | In Cinemas 5th December 2025	JioStudios	2025-11-18 06:50:49+00:00	24	1458727	108666	9231	0	PT4M8S	hd	TRUE	0.080821784	0.074493668	0.006328116	248	0
ONE GIRL at the ALPHA WOLF School!	Aphmau	2025-11-17 21:34:19+00:00	20	203329	6359	642	0	PT18M31S	hd	FALSE	0.034431712	0.031274283	0.003157429	1111	0
Bowling For Soup, Punk Rock Factory, Wheatus - Endless Possibility	BowlingForSoupVEVO	2025-11-17 14:01:33+00:00	10	66550	13250	1108	0	PT3M56S	hd	FALSE	0.215744316	0.199095431	0.016648886	236	0
IT: Welcome to Derry (2025) | Episode 5 Trailer | HBO Max	TeaserCon	2025-11-17 01:30:35+00:00	1	157413	2686	213	0	PT38S	hd	FALSE	0.018416405	0.017063285	0.00135312	38	1
The best MULTIPLAYER Backrooms game's FULL RELEASE is here. (Escape The Backrooms 1.0 - ALL Endings)	8-BitRyan	2025-11-17 19:00:44+00:00	20	149274	10026	625	0	PT3H3M7S	hd	FALSE	0.071351532	0.067164629	0.004186903	10987	0
Hace Tiempo En El Gabacho	Cris Mejia - Topic	2025-11-14 04:53:21+00:00	10	36443	600	24	0	PT3M23S	hd	FALSE	0.01712216	0.016463615	0.000658545	203	4
The Beatles Anthology | Official Trailer | Disney+	The Beatles	2025-11-17 14:55:08+00:00	10	116340	8170	529	0	PT2M26S	hd	TRUE	0.074771577	0.070224598	0.004546978	146	0
Can I Survive Infinite Goblins in Gnomoria?	Reggie	2025-11-17 13:50:09+00:00	20	462112	36697	1699	0	PT44M39S	hd	FALSE	0.083087903	0.079411313	0.00367659	2679	0
Hate me all you want	Breaking Rust - Topic	2025-11-13 10:03:49+00:00	10	93438	4764	52	0	PT3M5S	hd	FALSE	0.051541647	0.050985135	0.000556513	185	5
What The Hell Is Disney Doing With Moana??	DazzReviews	2025-11-18 01:26:26+00:00	1	41756	2061	423	0	PT17M34S	hd	FALSE	0.059487032	0.049356994	0.010130038	1054	0
Python Full Course for Beginners	Programming with Mosh	2019-02-18 15:00:08+00:00	27	46262391	1222760	61153	0	PT6H14M7S	hd	TRUE	0.027752845	0.026430972	0.001321873	22447	2464
Python for Beginners - Learn Coding with Python in 1 Hour	Programming with Mosh	2020-09-16 13:00:20+00:00	27	23108733	530447	26468	0	PT1H6S	hd	FALSE	0.024099762	0.022954395	0.001145368	3606	1888
But what is a neural network? | Deep learning chapter 1	3Blue1Brown	2017-10-05 15:11:25+00:00	27	21325565	511165	8487	0	PT18M40S	hd	TRUE	0.02436756	0.023969587	0.000397973	1120	2965
AI Learns to Walk (deep reinforcement learning)	AI Warehouse	2023-04-23 15:16:23+00:00	24	12181385	233272	9924	0	PT8M40S	hd	TRUE	0.019964559	0.019149873	0.000814686	520	939
AI Learns to Dodge  #ai #deeplearning #aiwarehouse	AI Warehouse	2024-07-20 04:11:42+00:00	24	11628193	524073	2175	0	PT40S	hd	FALSE	0.045256211	0.045069166	0.000187045	40	486
Deep Learning Cars	Samuel Arzt	2016-10-23 15:48:14+00:00	28	11360687	81443	2768	0	PT3M19S	hd	FALSE	0.007412491	0.007168844	0.000243647	199	3312
Machine Learning for Everybody â€“ Full Course	freeCodeCamp.org	2022-09-26 16:00:28+00:00	27	9342497	98679	2163	0	PT3H53M53S	hd	TRUE	0.010793901	0.010562379	0.000231523	14033	1148
Gradient descent, how neural networks learn | Deep Learning Chapter 2	3Blue1Brown	2017-10-16 16:48:20+00:00	27	8389210	174312	3434	0	PT20M33S	hd	TRUE	0.021187451	0.020778116	0.000409335	1233	2954
AI Learns Insane Way to Jump	AI Warehouse	2024-03-25 22:08:29+00:00	24	7108310	281551	1396	0	PT50S	hd	TRUE	0.039805096	0.039608706	0.00019639	50	602
AI Learns to Play Soccer (and breaks physics)	AI Warehouse	2025-05-31 23:14:58+00:00	24	6012177	93909	4031	0	PT12M24S	hd	TRUE	0.01629027	0.015619797	0.000670472	744	170
Backpropagation, intuitively | Deep Learning Chapter 3	3Blue1Brown	2017-11-03 14:03:37+00:00	27	5587310	98603	1697	0	PT12M47S	hd	TRUE	0.01795139	0.017647666	0.000303724	767	2936
Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2024 | Simplilearn	Simplilearn	2018-09-19 14:57:02+00:00	27	5273116	66588	2168	0	PT7M52S	hd	FALSE	0.013038967	0.012627825	0.000411142	472	2616
Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka	edureka!	2019-06-02 08:53:49+00:00	27	4686811	88593	982	0	PT4H52M51S	hd	TRUE	0.019112138	0.018902614	0.000209524	17571	2361
Large Language Models explained briefly	3Blue1Brown	2024-11-20 15:07:15+00:00	27	4364236	141612	1927	0	PT7M58S	hd	TRUE	0.032889827	0.032448284	0.000441543	478	362
Learn Data Science Tutorial - Full Course for Beginners	freeCodeCamp.org	2019-05-30 12:48:19+00:00	27	4231800	87338	1383	0	PT5H52M9S	hd	TRUE	0.020965305	0.020638494	0.000326811	21129	2363
Harvard CS50â€™s Artificial Intelligence with Python â€“ Full University Course	freeCodeCamp.org	2023-08-10 14:17:52+00:00	27	4222472	117312	1659	0	PT11H51M22S	hd	TRUE	0.028175669	0.027782771	0.000392898	42682	830
Python Full Course for Beginners [2025]	Programming with Mosh	2025-02-12 12:30:31+00:00	27	4210215	103307	2724	0	PT2H2M21S	hd	FALSE	0.025184219	0.024537221	0.000646998	7341	278
Stanford CS229: Machine Learning Course, Lecture 1 - Andrew Ng (Autumn 2018)	Stanford Online	2020-04-17 20:07:45+00:00	27	3971220	52634	853	0	PT1H15M20S	hd	TRUE	0.013468654	0.013253858	0.000214795	4520	2040
Machine Learning Full Course - Learn Machine Learning 10 Hours | Machine Learning Tutorial | Edureka	edureka!	2019-09-22 08:30:00+00:00	27	3517098	61981	1346	0	PT9H38M32S	hd	TRUE	0.018005464	0.017622762	0.000382702	34712	2249
What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn	Simplilearn	2019-04-30 14:30:01+00:00	27	3510814	40358	2854	0	PT5M28S	hd	FALSE	0.012308253	0.011495337	0.000812917	328	2393
Backpropagation calculus | Deep Learning Chapter 4	3Blue1Brown	2017-11-03 14:08:09+00:00	27	3503534	71579	2287	0	PT10M18S	hd	TRUE	0.021083277	0.020430508	0.000652769	618	2936
Python Machine Learning Tutorial (Data Science)	Programming with Mosh	2020-09-17 13:00:03+00:00	27	3420549	75877	1979	0	PT49M43S	hd	FALSE	0.022761252	0.02218269	0.000578562	2983	1887
StatQuest: Principal Component Analysis (PCA), Step-by-Step	StatQuest with Josh Starmer	2018-04-02 20:06:10+00:00	27	3411541	68347	4804	0	PT21M58S	hd	TRUE	0.02144221	0.020034049	0.001408161	1318	2786
TensorFlow 2.0 Complete Course - Python Neural Networks for Beginners Tutorial	freeCodeCamp.org	2020-03-03 15:44:00+00:00	27	3402554	72326	1991	0	PT6H52M8S	hd	TRUE	0.021841528	0.021256379	0.000585149	24728	2085
PyTorch for Deep Learning & Machine Learning â€“ Full Course	freeCodeCamp.org	2022-10-06 14:13:05+00:00	27	2941564	59903	1812	0	P1DT1H37M26S	hd	TRUE	0.020980329	0.02036433	0.000615999	92246	1138
How word vectors encode meaning	3Blue1Brown	2024-04-11 16:23:26+00:00	27	3120589	140106	1274	0	PT1M	hd	TRUE	0.045305535	0.044897279	0.000408256	60	585
Practical Machine Learning Tutorial with Python Intro p.1	sentdex	2016-04-11 00:18:14+00:00	27	2867904	28598	1023	0	PT5M55S	hd	TRUE	0.010328445	0.009971739	0.000356706	355	3508
Googleâ€™s AI Course for Beginners (in 10 minutes)!	Jeff Su	2023-11-14 13:00:33+00:00	27	2855706	48236	2239	0	PT9M18S	hd	TRUE	0.017675133	0.016891089	0.000784044	558	734
How to Operate a Portable Mini Sewing Machine FHSM 505 - NEX Sewing Machine	Easy Sewing for Beginners	2020-09-09 09:15:24+00:00	26	2843275	54293	2975	0	PT15M	hd	TRUE	0.020141555	0.019095227	0.001046328	900	1896
Building a neural network FROM SCRATCH (no Tensorflow/Pytorch, just numpy & math)	Samson Zhang	2020-11-24 15:36:37+00:00	10	2648386	93800	1605	0	PT31M28S	hd	FALSE	0.036023814	0.035417784	0.000606029	1888	1819
99% of Beginners Don't Know the Basics of AI	Jeff Su	2024-09-03 13:00:49+00:00	27	2525385	56497	1885	0	PT10M12S	hd	FALSE	0.02311805	0.02237163	0.000746421	612	440
Deep Learning Basics: Introduction and Overview	Lex Fridman	2019-01-11 16:47:40+00:00	28	2503859	46148	908	0	PT1H8M6S	hd	TRUE	0.018793383	0.018430743	0.00036264	4086	2502
AI, Machine Learning, Deep Learning and Generative AI Explained	IBM Technology	2024-08-05 11:00:52+00:00	27	2471570	58941	1511	0	PT10M1S	hd	TRUE	0.024458937	0.023847585	0.000611352	601	469
Prompt Engineering Tutorial â€“ Master ChatGPT and LLM Responses	freeCodeCamp.org	2023-09-05 14:36:07+00:00	27	2439346	60236	1084	0	PT41M36S	hd	TRUE	0.025137875	0.024693494	0.000444381	2496	804
What is Machine Learning?? Dr Tanu Jain Interview #upscinterview #upscaspirants #shortsfeed #fypage	UPSC Brilliance	2025-02-17 14:31:02+00:00	22	4391676	82870	424	0	PT20S	hd	FALSE	0.018966331	0.018869785	9.65E-05	20	273
AI Learns Red Light Green Light (reinforcement learning)	AI Warehouse	2025-08-30 18:17:15+00:00	24	2311265	70385	4153	0	PT12M43S	hd	TRUE	0.032249858	0.030453007	0.001796851	763	79
Machine Learning Course for Beginners	freeCodeCamp.org	2021-08-30 13:23:10+00:00	27	1933887	55410	1397	0	PT9H52M19S	hd	FALSE	0.029374504	0.028652125	0.000722379	35539	1540
Which Course is Best to Master AI?! ðŸŽ“| Tamil CEO Sidd Ahmed	Sidd Ahmed	2023-12-06 15:14:33+00:00	27	2055113	103382	606	0	PT58S	hd	FALSE	0.050599626	0.050304752	0.000294874	58	712
11. Introduction to Machine Learning	MIT OpenCourseWare	2017-05-19 14:22:40+00:00	27	1773186	25461	468	0	PT51M31S	hd	TRUE	0.014622823	0.014358892	0.000263932	3091	3104
5 AI tools for all CodersðŸ™ŒðŸ»	Apna College	2023-04-24 16:36:00+00:00	27	1806217	204903	364	0	PT1M	hd	FALSE	0.113644643	0.113443117	0.000201526	60	938
What is Machine Learning? | 100 Days of Machine Learning	CampusX	2021-03-13 16:15:53+00:00	27	1718265	18450	803	0	PT20M	hd	TRUE	0.011204901	0.010737569	0.000467332	1200	1710
Complete Statistics For Data Science In 6 hours By Krish Naik	Krish Naik	2022-06-19 04:28:36+00:00	27	1694458	31695	869	0	PT5H28M32S	hd	FALSE	0.019217933	0.018705085	0.000512848	19712	1248
Markov Chains Clearly Explained! Part - 1	Normalized Nerd	2020-10-25 12:40:25+00:00	27	1689074	35117	758	0	PT9M24S	hd	FALSE	0.021239436	0.020790669	0.000448766	564	1849
Stanford CS229 I Machine Learning I Building Large Language Models (LLMs)	Stanford Online	2024-08-27 22:02:57+00:00	27	1670211	44355	387	0	PT1H44M31S	hd	TRUE	0.026788216	0.026556509	0.000231707	6271	447
Support Vector Machines Part 1 (of 3): Main Ideas!!!	StatQuest with Josh Starmer	2019-09-30 18:45:50+00:00	27	1646581	37930	2215	0	PT20M32S	hd	TRUE	0.024380808	0.023035597	0.001345211	1232	2240
Complete Machine Learning In 6 Hours| Krish Naik	Krish Naik	2022-05-28 04:37:31+00:00	27	1625900	26723	655	0	PT6H37M52S	hd	FALSE	0.016838664	0.01643581	0.000402854	23872	1270
Machine Learning FULL Course with Practical (10 HOURS) | Learn Free ML in 2025 | Part-1	WsCube Tech	2024-04-15 13:30:09+00:00	27	1597050	43241	1630	0	PT10H16M47S	hd	FALSE	0.02809616	0.027075529	0.001020631	37007	581
Machine Learning Tutorial Python -1: What is Machine Learning?	codebasics	2018-06-30 21:31:22+00:00	27	1594904	16731	270	0	PT6M51S	hd	TRUE	0.010659569	0.01049028	0.000169289	411	2697
Machine Learning Fundamentals: Bias and Variance	StatQuest with Josh Starmer	2018-09-17 16:00:42+00:00	27	1587680	43291	1556	0	PT6M36S	hd	TRUE	0.028246858	0.027266812	0.000980046	396	2618
Deep Learning | What is Deep Learning? | Deep Learning Tutorial For Beginners | 2023 | Simplilearn	Simplilearn	2019-06-03 14:30:00+00:00	27	1571115	25676	1028	0	PT5M52S	hd	FALSE	0.016996835	0.016342523	0.000654312	352	2359
Learn Python - Full Course for Beginners [Tutorial]	freeCodeCamp.org	2018-07-11 18:00:42+00:00	27	48004241	1108112	45864	0	PT4H26M52S	hd	TRUE	0.024039042	0.023083627	0.000955416	16012	2686
I LEARNED CODING IN A DAY #shorts	Agnit Shorts	2023-03-17 04:30:00+00:00	24	31141877	1255613	810641	0	PT41S	hd	FALSE	0.066349692	0.040319116	0.026030575	41	977
Python Tutorial For Beginners In Hindi (With Notes) ðŸ”¥	CodeWithHarry	2020-09-24 11:34:17+00:00	27	24863726	640459	122906	0	PT11H52M24S	hd	TRUE	0.030701954	0.025758769	0.004943185	42744	1880
Coding - Expectation vs Reality | Programming - Expectation vs Reality | Codeiyapa #Shorts	Codeiyapa	2021-04-03 11:44:08+00:00	22	24690677	1119932	7478	0	PT38S	hd	FALSE	0.045661363	0.045358495	0.000302867	38	1689
Python Full Course for free ðŸ	Bro Code	2021-02-15 15:00:12+00:00	28	21432510	987666	27797	0	PT12H	hd	FALSE	0.047379563	0.046082608	0.001296955	43200	1736
Animation vs. Coding	Alan Becker	2025-03-01 13:00:06+00:00	1	15900984	663212	24497	0	PT9M27S	hd	FALSE	0.043249459	0.041708863	0.001540596	567	261
Python Tutorial For Beginners in Hindi | Complete Python Course ðŸ”¥	CodeWithHarry	2024-06-16 05:36:24+00:00	27	15268966	315818	41749	0	PT10H53M55S	hd	TRUE	0.023417891	0.020683652	0.002734239	39235	520
Python Full Courseâ¤ï¸ | Variables & Data Types | Lecture 1	Shradha Khapra	2024-01-26 15:31:21+00:00	22	12218294	202464	8123	0	PT1H22M19S	hd	FALSE	0.017235384	0.016570561	0.000664823	4939	661
Python Tutorial for Beginners | Learn Python in 1.5 Hours	Apna College	2021-12-02 16:36:14+00:00	27	11565187	266334	7968	0	PT1H17M12S	hd	FALSE	0.023717902	0.023028938	0.000688964	4632	1446
12 Hour Coding Livestream - Creating an Online Game with Python	Tech With Tim	2019-10-18 05:31:30+00:00	27	11010627	214100	3180	0	PT11H55M1S	hd	FALSE	0.019733661	0.019444849	0.000288812	42901	2223
Introduction to Programming & Python | Python Tutorial - Day #1	CodeWithHarry	2022-11-28 11:30:03+00:00	27	10624609	248480	31781	0	PT11M50S	hd	TRUE	0.026378474	0.023387211	0.002991263	710	1085
Python Tutorial for Beginners - Full Course (with Notes & Practice Questions)	Apna College	2024-02-12 14:24:29+00:00	27	10009276	162115	8521	0	PT10H24M51S	hd	FALSE	0.017047785	0.016196475	0.00085131	37491	644
How to Start Coding? Learn Programming for Beginners	Apna College	2022-01-25 17:54:00+00:00	27	9425030	345576	7629	0	PT11M5S	hd	FALSE	0.037475208	0.036665768	0.00080944	665	1392
Python Tutorial for Absolute Beginners #1 - What Are Variables?	CS Dojo	2017-12-26 14:57:53+00:00	27	9361587	203407	8573	0	PT24M38S	hd	TRUE	0.022643594	0.021727831	0.000915763	1478	2883
#0 Python for Beginners | Programming Tutorial	Telusko	2018-08-16 08:58:58+00:00	28	8997835	95477	1206	0	PT1M6S	hd	TRUE	0.010745139	0.010611107	0.000134032	66	2651
C++, Java or Python? Which language is best for College Placements in India	Apna College	2021-05-11 17:17:41+00:00	22	8912944	511622	2159	0	PT1M	hd	FALSE	0.057644359	0.057402127	0.000242232	60	1651
Python for Everybody - Full University Python Course	freeCodeCamp.org	2019-05-02 12:05:54+00:00	27	7487045	194245	5044	0	PT13H40M10S	hd	TRUE	0.026617841	0.025944144	0.000673697	49210	2391
Harvard CS50â€™s Introduction to Programming with Python â€“ Full University Course	freeCodeCamp.org	2023-05-01 13:55:40+00:00	27	7417912	202932	3955	0	PT15H57M48S	hd	FALSE	0.02789019	0.027357021	0.000533169	57468	931
Struggling with Python programming? Learn it in a  Simplest way #shorts #pythonprogramming	Error Makes Clever	2023-06-27 11:54:10+00:00	27	7469673	418527	1305	0	PT1M1S	hd	FALSE	0.056204862	0.056030156	0.000174706	61	874
Python Full Course for free ðŸ	Bro Code	2024-08-20 13:00:54+00:00	27	7272963	236014	13892	0	PT12H	hd	FALSE	0.034360957	0.032450869	0.001910088	43200	454
Python Tutorial for Beginners - Learn Python in 5 Hours [FULL COURSE]	TechWorld with Nana	2021-03-05 14:10:17+00:00	27	6572989	167136	3998	0	PT5H31M30S	hd	FALSE	0.026035944	0.025427697	0.000608247	19890	1718
Python Tutorial - Python Full Course for Beginners in Tamil	Error Makes Clever	2023-06-29 12:34:28+00:00	27	6547398	157040	5735	0	PT9H38M4S	hd	FALSE	0.024861017	0.023985097	0.00087592	34684	872
New Python Coders Be Like...	Mr. P Solver	2022-07-31 12:57:40+00:00	28	5431419	156100	3133	0	PT2M13S	hd	FALSE	0.029317011	0.028740182	0.000576829	133	1205
How to become a Senior developer.. â™¥ï¸ ðŸ˜‚ #programming #javascript #python #coding #developer #coder .	DIVINE CLASSES AN INSTITUTION Of EDUCATION.	2024-07-20 14:48:32+00:00	27	6332543	200454	3029	0	PT18S	hd	FALSE	0.0321329	0.031654577	0.000478323	18	485
Python OOP Tutorial 1: Classes and Instances	Corey Schafer	2016-06-20 17:00:03+00:00	27	4829674	123109	3876	0	PT15M24S	hd	TRUE	0.026292659	0.025490121	0.000802538	924	3437
12 Beginner Python Projects - Coding Course	freeCodeCamp.org	2020-12-09 16:03:12+00:00	27	4809354	123225	2370	0	PT3H29S	hd	TRUE	0.026114728	0.025621939	0.00049279	10829	1804
Intermediate Python Programming Course	freeCodeCamp.org	2020-08-27 17:23:03+00:00	27	4226422	89483	1965	0	PT5H55M47S	hd	TRUE	0.02163721	0.021172277	0.000464932	21347	1908
à°¤à±†à°²à±à°—à±à°²à±‹ Python à°¨à±‡à°°à±à°šà±à°•à±‹à°‚à°¡à°¿ | Learn Python Programming from Basics with Examples 2025	Sundeep Saradhi Kanthety	2020-10-28 10:12:08+00:00	27	4208543	95392	1756	0	PT5H52M46S	hd	FALSE	0.023083518	0.022666271	0.000417246	21166	1847
ðŸ‘©â€ðŸ’» Python for Beginners Tutorial	Kevin Stratvert	2021-03-25 10:00:08+00:00	28	4106939	89491	3051	0	PT1H3M21S	hd	TRUE	0.022533078	0.021790189	0.000742889	3801	1699
Learn Coding & Get a Job (in 2025) ðŸ”¥	CodeWithHarry	2025-01-08 13:24:58+00:00	27	4070824	163635	5925	0	PT16M54S	hd	FALSE	0.041652491	0.040197012	0.001455479	1014	313
How Much A Python Developer Earn ? | Python Developer Salary In India #Shorts #simplilearn	Simplilearn	2024-06-04 14:05:38+00:00	27	4711452	165636	45	0	PT46S	hd	FALSE	0.035165585	0.035156034	9.55E-06	46	531
Python for Beginners â€“ Full Course [Programming Tutorial]	freeCodeCamp.org	2022-08-09 12:54:23+00:00	27	3945712	75028	1612	0	PT4H40M	hd	FALSE	0.019423612	0.019015068	0.000408545	16800	1196
Python Tutorial for Beginners 1: Install and Setup for Mac and Windows	Corey Schafer	2017-05-17 15:30:00+00:00	27	3912372	46350	1383	0	PT15M29S	hd	FALSE	0.012200524	0.01184703	0.000353494	929	3106
Lecture 2 : Strings & Conditional Statements | Python Full Course	Shradha Khapra	2024-01-28 10:19:31+00:00	22	3885379	51299	2660	0	PT55M41S	hd	FALSE	0.013887702	0.013203084	0.000684618	3341	659
